R,lim,r,p,q,N,N_mod5,sigma_abs,r_sigma,c0,c1,c2,c3
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-970,600,-230,1200
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-370,-600,-600,-370
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-370,740,230,970
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,370,-740,-230,-970
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,370,600,600,370
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,970,-600,230,-1200
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-970,-230,-740,370
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-1200,230,-600,970
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,30,700,450,680
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,730,-700,20,-1150
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-1150,420,-450,1130
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,1150,-20,700,-730
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,680,-710,-20,-1130
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,1130,20,710,-680
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-680,-450,-700,-30
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-30,710,420,730
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-730,-420,-710,30
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-1130,450,-420,1150
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,30,-710,-420,-730
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,1130,-450,420,-1150
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-680,710,20,1130
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-1150,20,-700,730
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,680,450,700,30
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-30,-700,-450,-680
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,730,420,710,-30
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,1150,-420,450,-1130
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-730,700,-20,1150
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,-1130,-20,-710,680
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,940,290,760,-290
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,1230,-290,580,-1050
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,-940,650,-180,1230
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,-290,-650,-580,-470
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,-470,760,180,1050
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,290,-760,-290,-940
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,470,580,650,290
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,1050,-580,290,-1230
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,-1050,-180,-760,470
2.4972,45.0,162.126462,7265,11755,275,0,0.102285,16.583124,-1230,180,-650,940
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,1020,240,780,-390
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,1260,-240,630,-1020
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,-1020,630,-240,1260
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,-390,-630,-630,-390
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,-390,780,240,1020
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,390,-780,-240,-1020
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,390,630,630,390
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,1020,-630,240,-1260
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,-1020,-240,-780,390
2.4972,45.0,165.680371,7587,12276,405,0,0.121466,20.124612,-1260,240,-630,1020
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,1000,280,790,-340
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,1280,-280,620,-1070
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,-1000,660,-210,1280
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,-340,-660,-620,-450
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,-450,790,210,1070
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,340,-790,-280,-1000
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,450,620,660,340
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,1070,-620,280,-1280
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,-1070,-210,-790,450
2.4972,45.0,168.344774,7833,12674,1055,0,0.192942,32.480764,-1280,210,-660,1000
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,100,-780,-420,-840
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,1200,-520,420,-1260
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,-680,780,60,1200
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,-1260,60,-740,840
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,680,520,740,100
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,-100,-740,-520,-680
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,840,420,780,-100
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,1260,-420,520,-1200
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,-840,740,-60,1260
2.4972,45.0,170.469850,8032,12996,880,0,0.174018,29.664794,-1200,-60,-780,680
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,890,390,790,-160
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,1280,-390,550,-1180
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,-890,730,-100,1280
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,-160,-730,-550,-630
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,-630,790,100,1180
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,160,-790,-390,-890
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,630,550,730,160
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,1180,-550,390,-1280
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,-1180,-100,-790,630
2.4972,45.0,171.274598,8108,13119,355,0,0.110007,18.841444,-1280,100,-730,890
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,80,780,530,730
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,860,-780,50,-1310
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-1310,450,-530,1260
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,1310,-50,780,-860
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,730,-810,-50,-1260
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,1260,50,810,-730
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-730,-530,-780,-80
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-80,810,450,860
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-860,-450,-810,80
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-1260,530,-450,1310
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,80,-810,-450,-860
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,1260,-530,450,-1310
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-730,810,50,1260
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-1310,50,-780,860
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,730,530,780,80
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-80,-780,-530,-730
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,860,450,810,-80
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,1310,-450,530,-1260
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-860,780,-50,1310
2.4972,45.0,177.946563,8752,14161,655,0,0.143824,25.592968,-1260,-50,-810,730
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,940,400,830,-180
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,1340,-400,580,-1230
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,-940,760,-110,1340
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,-180,-760,-580,-650
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,-650,830,110,1230
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,180,-830,-400,-940
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,650,580,760,180
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,1230,-580,400,-1340
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,-1230,-110,-830,650
2.4972,45.0,179.192545,8875,14360,1025,0,0.178666,32.015621,-1340,110,-760,940
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1180,210,860,-520
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1390,-210,730,-1070
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1180,660,-320,1390
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-520,-660,-730,-340
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-340,860,320,1070
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,520,-860,-210,-1180
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,340,730,660,520
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1070,-730,210,-1390
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1070,-320,-860,340
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1390,320,-660,1180
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,130,790,570,710
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,920,-790,80,-1360
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1360,440,-570,1280
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1360,-80,790,-920
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,710,-840,-80,-1280
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1280,80,840,-710
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-710,-570,-790,-130
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-130,840,440,920
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-920,-440,-840,130
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1280,570,-440,1360
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1070,320,860,-340
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1390,-320,660,-1180
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1070,730,-210,1390
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-340,-730,-660,-520
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-520,860,210,1180
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,340,-860,-320,-1070
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,520,660,730,340
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1180,-660,320,-1390
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1180,-210,-860,520
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1390,210,-730,1070
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,130,-840,-440,-920
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1280,-570,440,-1360
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-710,840,80,1280
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1360,80,-790,920
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,710,570,790,130
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-130,-790,-570,-710
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,920,440,840,-130
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,1360,-440,570,-1280
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-920,790,-80,1360
2.4972,45.0,183.166542,9273,15004,605,0,0.134286,24.596748,-1280,-80,-840,710
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1230,180,870,-580
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1410,-180,760,-1050
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1230,650,-360,1410
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-580,-650,-760,-290
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-290,870,360,1050
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,580,-870,-180,-1230
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,290,760,650,580
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1050,-760,180,-1410
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1050,-360,-870,290
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1410,360,-650,1230
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1050,360,870,-290
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1410,-360,650,-1230
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1050,760,-180,1410
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-290,-760,-650,-580
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-580,870,180,1230
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,290,-870,-360,-1050
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,580,650,760,290
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,1230,-650,360,-1410
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1230,-180,-870,580
2.4972,45.0,186.319558,9595,15525,775,0,0.149414,27.838822,-1410,180,-760,1050
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1200,240,890,-500
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1440,-240,740,-1130
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1200,700,-310,1440
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-500,-700,-740,-390
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-390,890,310,1130
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,500,-890,-240,-1200
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,390,740,700,500
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1130,-740,240,-1440
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1130,-310,-890,390
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1440,310,-700,1200
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1130,310,890,-390
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1440,-310,700,-1200
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1130,740,-240,1440
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-390,-740,-700,-500
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-500,890,240,1200
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,390,-890,-310,-1130
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,500,700,740,390
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,1200,-700,310,-1440
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1200,-240,-890,500
2.4972,45.0,189.420098,9917,16046,955,0,0.163146,30.903074,-1440,240,-740,1130
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1280,190,910,-600
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1470,-190,790,-1100
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1280,680,-370,1470
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-600,-680,-790,-310
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-310,910,370,1100
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,600,-910,-190,-1280
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,310,790,680,600
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1100,-790,190,-1470
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1100,-370,-910,310
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1470,370,-680,1280
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1100,370,910,-310
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1470,-370,680,-1280
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1100,790,-190,1470
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-310,-790,-680,-600
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-600,910,190,1280
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,310,-910,-370,-1100
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,600,680,790,310
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,1280,-680,370,-1470
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1280,-190,-910,600
2.4972,45.0,194.332128,10438,16889,905,0,0.154803,30.083218,-1470,190,-790,1100
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1260,230,920,-550
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1490,-230,780,-1150
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1260,710,-340,1490
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-550,-710,-780,-370
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-370,920,340,1150
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,550,-920,-230,-1260
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,370,780,710,550
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1150,-780,230,-1490
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1150,-340,-920,370
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1490,340,-710,1260
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1150,340,920,-370
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1490,-340,710,-1260
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1150,780,-230,1490
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-370,-780,-710,-550
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-550,920,230,1260
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,370,-920,-340,-1150
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,550,710,780,370
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,1260,-710,340,-1490
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1260,-230,-920,550
2.4972,45.0,196.175898,10637,17211,655,0,0.130459,25.592968,-1490,230,-780,1150
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,180,870,650,760
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1050,-870,110,-1520
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1520,470,-650,1410
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1520,-110,870,-1050
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,760,-940,-110,-1410
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1410,110,940,-760
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-760,-650,-870,-180
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-180,940,470,1050
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1050,-470,-940,180
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1410,650,-470,1520
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1050,470,940,-180
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1520,-470,650,-1410
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1050,870,-110,1520
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-180,-870,-650,-760
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-760,940,110,1410
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,180,-940,-470,-1050
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,760,650,870,180
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,1410,-650,470,-1520
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1410,-110,-940,760
2.4972,45.0,203.801328,11480,18575,775,0,0.136598,27.838822,-1520,110,-870,1050
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,1100,440,950,-240
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,1540,-440,680,-1390
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,-1100,860,-150,1540
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,-240,-860,-680,-710
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,-710,950,150,1390
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,240,-950,-440,-1100
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,710,680,860,240
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,1390,-680,440,-1540
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,-1390,-150,-950,710
2.4972,45.0,204.890142,11603,18774,1255,0,0.172902,35.425979,-1540,150,-860,1100
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,1260,340,990,-440
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,1600,-340,780,-1330
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,-1260,820,-270,1600
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,-440,-820,-780,-550
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,-550,990,270,1330
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,440,-990,-340,-1260
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,550,780,820,440
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,1330,-780,340,-1600
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,-1330,-270,-990,550
2.4972,45.0,210.499315,12247,19816,1705,0,0.196160,41.291646,-1600,270,-820,1260
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,160,910,660,810
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1070,-910,100,-1570
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1570,500,-660,1470
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1570,-100,910,-1070
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,810,-970,-100,-1470
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1470,100,970,-810
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-810,-660,-910,-160
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-160,970,500,1070
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1070,-500,-970,160
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1470,660,-500,1570
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1070,500,970,-160
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1570,-500,660,-1470
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1070,910,-100,1570
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-160,-910,-660,-810
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-810,970,100,1470
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,160,-970,-500,-1070
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,810,660,910,160
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,1470,-660,500,-1570
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1470,-100,-970,810
2.4972,45.0,211.151556,12323,19939,905,0,0.142472,30.083218,-1570,100,-910,1070
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1310,310,1000,-500
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1620,-310,810,-1310
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1310,810,-310,1620
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-500,-810,-810,-500
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-500,1000,310,1310
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,500,-1000,-310,-1310
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,500,810,810,500
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1310,-810,310,-1620
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1310,-310,-1000,500
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1620,310,-810,1310
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1150,450,990,-260
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1600,-450,710,-1440
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1150,890,-160,1600
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-260,-890,-710,-730
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-730,990,160,1440
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,260,-990,-450,-1150
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,730,710,890,260
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,1440,-710,450,-1600
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1440,-160,-990,730
2.4972,45.0,212.849681,12522,20261,605,0,0.115559,24.596748,-1600,160,-890,1150
