R,lim,r,p,q,N,N_mod5,sigma_abs,r_sigma,c0,c1,c2,c3
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,440,-230,130,-500
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,-500,60,-270,370
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,-210,310,60,440
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,370,130,310,-100
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,100,-310,-130,-370
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,-370,270,-60,500
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,-440,-60,-310,210
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,210,230,270,100
2.4972,45.0,66.219066,1212,1961,155,0,0.188011,12.449900,-100,-270,-230,-210
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,520,-100,260,-420
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,-420,260,-100,520
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,160,260,260,160
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,-160,320,100,420
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,-520,100,-260,420
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,420,-260,100,-520
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,160,-320,-100,-420
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,-420,-100,-320,160
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,-160,-260,-260,-160
2.4972,45.0,68.264067,1288,2084,80,0,0.131025,8.944272,420,100,320,-160
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,550,-160,240,-500
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,-80,-310,-240,-260
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,260,240,310,80
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,390,160,340,-80
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,-550,50,-310,390
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,-500,-50,-340,260
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,500,-240,160,-550
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,-390,310,-50,550
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,80,-340,-160,-390
2.4972,45.0,73.348414,1487,2406,55,0,0.101109,7.416198,-260,340,50,500
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,-470,-110,-360,180
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,-470,290,-110,580
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,470,110,360,-180
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,470,-290,110,-580
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,-180,-290,-290,-180
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,180,290,290,180
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,-580,110,-290,470
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,180,-360,-110,-470
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,-180,360,110,470
2.4972,45.0,76.321547,1610,2605,125,0,0.146490,11.180340,580,-110,290,-470
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,-520,-80,-370,240
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,600,-150,280,-520
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,-600,80,-320,450
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,-450,320,-80,600
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,450,150,370,-130
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,130,-370,-150,-450
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,-130,-320,-280,-240
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,240,280,320,130
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,-240,370,80,520
2.4972,45.0,79.183125,1733,2804,205,0,0.180819,14.317821,520,-280,150,-600
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-630,320,-190,710
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-130,440,190,520
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,710,-80,390,-520
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-710,190,-320,630
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-310,-320,-390,-130
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,310,-440,-80,-630
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-520,-190,-440,130
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,520,-390,80,-710
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,630,80,440,-310
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,130,390,320,310
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,520,190,440,-130
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,630,-320,190,-710
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-630,-80,-440,310
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-710,80,-390,520
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-520,390,-80,710
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-310,440,80,630
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,130,-440,-190,-520
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,-130,-390,-320,-310
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,310,320,390,130
2.4972,45.0,94.207096,2453,3969,205,0,0.151982,14.317821,710,-190,320,-630
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,500,230,450,-80
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-500,420,-50,730
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,680,-310,230,-730
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-680,-50,-450,370
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-370,450,50,680
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,370,310,420,80
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,730,-230,310,-680
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-730,50,-420,500
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,80,-450,-230,-500
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-80,-420,-310,-370
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,680,50,450,-370
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-730,230,-310,680
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-500,-230,-450,80
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,730,-50,420,-500
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-680,310,-230,730
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-80,450,230,500
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,500,-420,50,-730
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,-370,-310,-420,-80
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,80,420,310,370
2.4972,45.0,97.953988,2652,4291,155,0,0.127099,12.449900,370,-450,-50,-680
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,760,-180,360,-650
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-650,-110,-470,290
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-290,470,110,650
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,580,180,470,-180
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,290,360,400,180
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-180,-400,-360,-290
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-760,110,-400,580
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,180,-470,-180,-580
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-580,400,-110,760
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,650,-360,180,-760
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,760,-110,400,-580
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-760,180,-360,650
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,650,110,470,-290
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-650,360,-180,760
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,580,-400,110,-760
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-580,-180,-470,180
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-290,-360,-400,-180
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,180,400,360,290
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,290,-470,-110,-650
2.4972,45.0,100.199664,2775,4490,275,0,0.165501,16.583124,-180,470,180,580
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,-790,240,-340,730
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,390,-490,-60,-730
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,550,-450,60,-790
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,790,-60,450,-550
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,-100,490,240,550
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,730,60,490,-390
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,-730,340,-240,790
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,100,450,340,390
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,-550,-240,-490,100
2.4972,45.0,105.853523,3097,5011,355,0,0.177995,18.841444,-390,-340,-450,-100
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,710,-370,210,-810
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,340,370,440,160
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-600,440,-100,810
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-340,500,100,710
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,810,-210,370,-710
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-710,-100,-500,340
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-810,100,-440,600
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-160,-440,-370,-340
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,600,210,500,-160
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,160,-500,-210,-600
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,810,-100,440,-600
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,710,100,500,-340
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-810,210,-370,710
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-600,-210,-500,160
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-710,370,-210,810
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,340,-500,-100,-710
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-340,-370,-440,-160
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,600,-440,100,-810
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,160,440,370,340
2.4972,45.0,107.144699,3173,5134,155,0,0.116197,12.449900,-160,500,210,600
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,30,520,340,500
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,550,-520,20,-860
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-860,310,-340,840
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,860,-20,520,-550
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,500,-530,-20,-840
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,840,20,530,-500
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-500,-340,-520,-30
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-30,530,310,550
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-550,-310,-530,30
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-840,340,-310,860
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,30,-530,-310,-550
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,840,-340,310,-860
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-500,530,20,840
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-860,20,-520,550
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,500,340,520,30
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-30,-520,-340,-500
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,550,310,530,-30
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,860,-310,340,-840
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-550,520,-20,860
2.4972,45.0,117.515862,3817,6176,305,0,0.148612,17.464249,-840,-20,-530,500
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,50,550,370,520
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,600,-550,30,-920
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-920,320,-370,890
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,920,-30,550,-600
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,520,-570,-30,-890
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,890,30,570,-520
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-520,-370,-550,-50
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-50,570,320,600
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-600,-320,-570,50
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-890,370,-320,920
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,50,-570,-320,-600
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,890,-370,320,-920
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-520,570,30,890
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-920,30,-550,600
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,520,370,550,50
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-50,-550,-370,-520
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,600,320,570,-50
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,920,-320,370,-890
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-600,550,-30,920
2.4972,45.0,125.279610,4338,7019,305,0,0.139402,17.464249,-890,-30,-570,520
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,730,-520,130,-970
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,970,-130,520,-730
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-840,450,-240,970
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,210,520,450,390
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-210,600,240,730
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-730,-240,-600,210
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,390,-600,-130,-840
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,840,130,600,-390
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-390,-450,-520,-210
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-970,240,-450,840
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-970,130,-520,730
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,730,240,600,-210
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,970,-240,450,-840
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-840,-130,-600,390
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-210,-520,-450,-390
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,390,450,520,210
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,210,-600,-240,-730
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-390,600,130,840
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,-730,520,-130,970
2.4972,45.0,128.120988,4537,7341,205,0,0.111752,14.317821,840,-450,240,-970
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,0,580,360,580
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,580,-580,0,-940
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,-940,360,-360,940
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,940,0,580,-580
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,-580,-360,-580,0
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,0,-580,-360,-580
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,940,-360,360,-940
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,-580,580,0,940
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,-940,0,-580,580
2.4972,45.0,129.845971,4660,7540,400,0,0.154029,20.000000,580,360,580,0
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,890,100,610,-450
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,-450,-440,-550,-160
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,990,-100,550,-710
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,-710,-280,-610,160
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,160,550,440,450
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,-890,440,-280,990
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,-990,280,-440,890
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,710,-550,100,-990
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,450,-610,-100,-890
2.4972,45.0,131.548337,4783,7739,605,0,0.186979,24.596748,-160,610,280,710
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,860,160,630,-370
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,1020,-160,530,-790
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-860,490,-230,1020
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-370,-490,-530,-260
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-260,630,230,790
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,370,-630,-160,-860
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,260,530,490,370
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,790,-530,160,-1020
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-790,-230,-630,260
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-1020,230,-490,860
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,790,230,630,-260
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,1020,-230,490,-860
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-790,530,-160,1020
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-260,-530,-490,-370
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-370,630,160,860
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,260,-630,-230,-790
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,370,490,530,260
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,860,-490,230,-1020
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-860,-160,-630,370
2.4972,45.0,134.257111,4982,8061,505,0,0.167382,22.472205,-1020,160,-530,790
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,940,110,650,-470
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-470,-470,-580,-180
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,1050,-110,580,-760
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-760,-290,-650,180
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,180,580,470,470
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-940,470,-290,1050
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-1050,290,-470,940
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,760,-580,110,-1050
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,470,-650,-110,-940
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-180,650,290,760
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-940,-110,-650,470
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,180,-650,-290,-760
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,940,-470,290,-1050
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,760,290,650,-180
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,1050,-290,470,-940
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-180,-580,-470,-470
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-470,650,110,940
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-760,580,-110,1050
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,-1050,110,-580,760
2.4972,45.0,139.516973,5380,8705,275,0,0.118861,16.583124,470,470,580,180
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,920,150,660,-420
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,1070,-150,570,-810
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-920,500,-260,1070
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-420,-500,-570,-240
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-240,660,260,810
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,420,-660,-150,-920
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,240,570,500,420
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,810,-570,150,-1070
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-810,-260,-660,240
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-1070,260,-500,920
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,810,260,660,-240
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,1070,-260,500,-920
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-810,570,-150,1070
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-240,-570,-500,-420
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-420,660,150,920
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,240,-660,-260,-810
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,420,500,570,240
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,920,-500,260,-1070
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-920,-150,-660,420
2.4972,45.0,141.102710,5503,8904,505,0,0.159261,22.472205,-1070,150,-570,810
2.4972,45.0,145.172209,5825,9425,625,0,0.172209,25.000000,0,650,400,650
2.4972,45.0,145.172209,5825,9425,625,0,0.172209,25.000000,650,-650,0,-1050
2.4972,45.0,145.172209,5825,9425,625,0,0.172209,25.000000,-1050,400,-400,1050
2.4972,45.0,145.172209,5825,9425,625,0,0.172209,25.000000,1050,0,650,-650
2.4972,45.0,145.172209,5825,9425,625,0,0.172209,25.000000,-650,-400,-650,0
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,50,660,440,630
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,710,-660,30,-1100
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-1100,390,-440,1070
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,1100,-30,660,-710
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,630,-680,-30,-1070
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,1070,30,680,-630
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-630,-440,-660,-50
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-50,680,390,710
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-710,-390,-680,50
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-1070,440,-390,1100
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,50,-680,-390,-710
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,1070,-440,390,-1100
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-630,680,30,1070
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-1100,30,-660,710
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,630,440,660,50
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-50,-660,-440,-630
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,710,390,680,-50
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,1100,-390,440,-1070
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-710,660,-30,1100
2.4972,45.0,150.049939,6223,10069,355,0,0.125568,18.841444,-1070,-30,-680,630
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,920,260,730,-310
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,1180,-260,570,-990
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,-920,610,-190,1180
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,-310,-610,-570,-420
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,-420,730,190,990
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,310,-730,-260,-920
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,420,570,610,310
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,990,-570,260,-1180
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,-990,-190,-730,420
2.4972,45.0,155.322145,6668,10789,755,0,0.176905,27.477263,-1180,190,-610,920
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,970,230,740,-370
2.4972,45.0,157.622891,6867,11111,605,0,0.156048,24.596748,1200,-230,600,-970
