R,lim,r,p,q,N,sigma_abs,r_sigma,c0,c1,c2,c3
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,-340,1230,550,1440
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,890,-1230,-210,-1780
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,340,1100,890,890
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,1440,-1100,210,-1990
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,-1440,-550,-1230,340
40.6982,45.0,264.304748,19308,31241,11,0.012548,3.316625,-1990,550,-890,1780
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,2330,340,1650,-1100
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,2670,-340,1440,-1990
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,-2330,1230,-680,2670
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,-1100,-1230,-1440,-550
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,-550,1650,680,1990
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,1100,-1650,-340,-2330
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,550,1440,1230,1100
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,1990,-1440,340,-2670
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,-1990,-680,-1650,550
40.6982,45.0,352.968837,34435,55717,31,0.015774,5.567764,-2670,680,-1230,2330
40.6982,45.0,398.010050,43784,70844,16,0.010050,4.000000,0,1780,1100,1780
40.6982,45.0,398.010050,43784,70844,16,0.010050,4.000000,1780,-1780,0,-2880
40.6982,45.0,398.010050,43784,70844,16,0.010050,4.000000,-2880,1100,-1100,2880
40.6982,45.0,398.010050,43784,70844,16,0.010050,4.000000,2880,0,1780,-1780
40.6982,45.0,398.010050,43784,70844,16,0.010050,4.000000,-1780,-1100,-1780,0
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,2540,680,1990,-890
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,3220,-680,1570,-2670
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,-2540,1650,-550,3220
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,-890,-1650,-1570,-1100
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,-1100,1990,550,2670
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,890,-1990,-680,-2540
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,1100,1570,1650,890
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,2670,-1570,680,-3220
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,-2670,-550,-1990,1100
40.6982,45.0,423.458380,49562,80193,61,0.018444,7.810250,-3220,550,-1650,2540
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,2330,1100,2120,-340
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,3430,-1100,1440,-3220
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,-2330,1990,-210,3430
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,-340,-1990,-1440,-1780
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,-1780,2120,210,3220
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,340,-2120,-1100,-2330
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,1780,1440,1990,340
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,3220,-1440,1100,-3430
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,-3220,-210,-2120,1780
40.6982,45.0,461.673044,58911,95320,41,0.013869,6.403124,-3430,210,-1990,2330
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,3220,550,2330,-1440
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,3770,-550,1990,-2880
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,-3220,1780,-890,3770
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,-1440,-1780,-1990,-890
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,-890,2330,890,2880
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,1440,-2330,-550,-3220
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,890,1990,1780,1440
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,2880,-1990,550,-3770
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,-2880,-890,-2330,890
40.6982,45.0,496.957745,68260,110447,11,0.006674,3.316625,-3770,890,-1780,3220
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,2880,1230,2540,-550
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,4110,-1230,1780,-3770
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,-2880,2330,-340,4110
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,-550,-2330,-1780,-1990
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,-1990,2540,340,3770
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,550,-2540,-1230,-2880
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,1990,1780,2330,550
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,3770,-1780,1230,-4110
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,-3770,-340,-2540,1990
40.6982,45.0,549.269515,83387,134923,41,0.011658,6.403124,-4110,340,-2330,2880
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,3430,890,2670,-1230
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,4320,-890,2120,-3560
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,-3430,2200,-760,4320
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,-1230,-2200,-2120,-1440
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,-1440,2670,760,3560
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,1230,-2670,-890,-3430
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,1440,2120,2200,1230
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,3560,-2120,890,-4320
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,-3560,-760,-2670,1440
40.6982,45.0,567.980633,89165,144272,121,0.019367,11.000000,-4320,760,-2200,3430
40.6982,45.0,597.015075,98514,159399,81,0.015075,9.000000,2670,1650,2670,0
40.6982,45.0,597.015075,98514,159399,81,0.015075,9.000000,4320,-1650,1650,-4320
40.6982,45.0,597.015075,98514,159399,81,0.015075,9.000000,-2670,2670,0,4320
40.6982,45.0,597.015075,98514,159399,81,0.015075,9.000000,0,-2670,-1650,-2670
40.6982,45.0,597.015075,98514,159399,81,0.015075,9.000000,-4320,0,-2670,2670
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,550,2670,1990,2330
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,3220,-2670,340,-4660
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,-4660,1440,-1990,4320
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,4660,-340,2670,-3220
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,2330,-2880,-340,-4320
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,4320,340,2880,-2330
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,-2330,-1990,-2670,-550
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,-550,2880,1440,3220
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,-3220,-1440,-2880,550
40.6982,45.0,624.701529,107863,174526,31,0.008913,5.567764,-4320,1990,-1440,4660
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,4110,760,3010,-1780
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,4870,-760,2540,-3770
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,-4110,2330,-1100,4870
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,-1780,-2330,-2540,-1230
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,-1230,3010,1100,3770
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,1780,-3010,-760,-4110
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,1230,2540,2330,1780
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,3770,-2540,760,-4870
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,-3770,-1100,-3010,1230
40.6982,45.0,641.215252,113641,183875,131,0.017850,11.445523,-4870,1100,-2330,4110
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,340,3090,2120,2880
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,3430,-3090,210,-5210
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,-5210,1780,-2120,5000
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,5210,-210,3090,-3430
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,2880,-3220,-210,-5000
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,5000,210,3220,-2880
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,-2880,-2120,-3090,-340
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,-340,3220,1780,3430
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,-3430,-1780,-3220,340
40.6982,45.0,706.903105,138117,223478,131,0.016191,11.445523,-5000,2120,-1780,5210
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,4660,890,3430,-1990
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,5550,-890,2880,-4320
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,-4660,2670,-1230,5550
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,-1990,-2670,-2880,-1440
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,-1440,3430,1230,4320
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,1990,-3430,-890,-4660
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,1440,2880,2670,1990
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,4320,-2880,890,-5550
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,-4320,-1230,-3430,1440
40.6982,45.0,730.436171,147466,238605,61,0.010693,7.810250,-5550,1230,-2670,4660
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,890,3220,2540,2670
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,4110,-3220,550,-5760
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-5760,1650,-2540,5210
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,5760,-550,3220,-4110
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,2670,-3560,-550,-5210
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,5210,550,3560,-2670
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-2670,-2540,-3220,-890
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-890,3560,1650,4110
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-4110,-1650,-3560,890
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-5210,2540,-1650,5760
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,3430,2120,3430,0
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,5550,-2120,2120,-5550
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-3430,3430,0,5550
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,0,-3430,-2120,-3430
40.6982,45.0,766.985658,162593,263081,121,0.014342,11.000000,-5550,0,-3430,3430
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,4870,1230,3770,-1780
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,6100,-1230,3010,-5000
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,-4870,3090,-1100,6100
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,-1780,-3090,-3010,-1990
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,-1990,3770,1100,5000
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,1780,-3770,-1230,-4870
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,1990,3010,3090,1780
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,5000,-3010,1230,-6100
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,-5000,-1100,-3770,1990
40.6982,45.0,801.870937,177720,287557,191,0.017235,13.820275,-6100,1100,-3090,4870
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,4110,1990,3770,-550
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,6100,-1990,2540,-5760
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,-4110,3560,-340,6100
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,-550,-3560,-2540,-3220
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,-3220,3770,340,5760
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,550,-3770,-1990,-4110
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,3220,2540,3560,550
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,5760,-2540,1990,-6100
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,-5760,-340,-3770,3220
40.6982,45.0,822.691923,187069,302684,101,0.012216,10.049876,-6100,340,-3560,4110
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,1100,3560,2880,2880
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,4660,-3560,680,-6440
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,-6440,1780,-2880,5760
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,6440,-680,3560,-4660
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,2880,-3980,-680,-5760
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,5760,680,3980,-2880
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,-2880,-2880,-3560,-1100
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,-1100,3980,1780,4660
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,-4660,-1780,-3980,1100
40.6982,45.0,855.308131,202196,327160,176,0.015511,13.266499,-5760,2880,-1780,6440
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,5550,1100,4110,-2330
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,6650,-1100,3430,-5210
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,-5550,3220,-1440,6650
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,-2330,-3220,-3430,-1780
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,-1780,4110,1440,5210
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,2330,-4110,-1100,-5550
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,1780,3430,3220,2330
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,5210,-3430,1100,-6650
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,-5210,-1440,-4110,1780
40.6982,45.0,874.858274,211545,342287,71,0.009631,8.426150,-6650,1440,-3220,5550
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,4320,2330,4110,-340
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,6650,-2330,2670,-6440
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,-4320,3980,-210,6650
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,-340,-3980,-2670,-3770
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,-3770,4110,210,6440
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,340,-4110,-2330,-4320
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,3770,2670,3980,340
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,6440,-2670,2330,-6650
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,-6440,-210,-4110,3770
40.6982,45.0,905.597593,226672,366763,151,0.013569,12.288206,-6650,210,-3980,4320
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,890,3980,3010,3430
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,4870,-3980,550,-6990
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,-6990,2120,-3010,6440
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,6990,-550,3980,-4870
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,3430,-4320,-550,-6440
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,6440,550,4320,-3430
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,-3430,-3010,-3980,-890
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,-890,4320,2120,4870
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,-4870,-2120,-4320,890
40.6982,45.0,935.327215,241799,391239,241,0.016598,15.524175,-6440,3010,-2120,6990
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,6100,1230,4530,-2540
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,7330,-1230,3770,-5760
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,-6100,3560,-1570,7330
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,-2540,-3560,-3770,-1990
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,-1990,4530,1570,5760
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,2540,-4530,-1230,-6100
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,1990,3770,3560,2540
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,5760,-3770,1230,-7330
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,-5760,-1570,-4530,1990
40.6982,45.0,964.140550,256926,415715,341,0.019153,18.466185,-7330,1570,-3560,6100
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,340,4320,2880,4110
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,4660,-4320,210,-7200
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,-7200,2540,-2880,6990
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,7200,-210,4320,-4660
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,4110,-4450,-210,-6990
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,6990,210,4450,-4110
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,-4110,-2880,-4320,-340
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,-340,4450,2540,4660
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,-4660,-2540,-4450,340
40.6982,45.0,981.525343,266275,430842,211,0.014799,14.525839,-6990,2880,-2540,7200
37.8276,45.0,46.978714,610,987,1,0.021286,1.000000,0,-210,-130,-210
37.8276,45.0,46.978714,610,987,1,0.021286,1.000000,210,130,210,0
37.8276,45.0,46.978714,610,987,1,0.021286,1.000000,-340,0,-210,210
37.8276,45.0,46.978714,610,987,1,0.021286,1.000000,340,-130,130,-340
37.8276,45.0,46.978714,610,987,1,0.021286,1.000000,-210,210,0,340
6.5378,45.0,17.944272,89,144,1,0.055728,1.000000,130,0,80,-80
6.5378,45.0,17.944272,89,144,1,0.055728,1.000000,0,80,50,80
6.5378,45.0,17.944272,89,144,1,0.055728,1.000000,-130,50,-50,130
6.5378,45.0,17.944272,89,144,1,0.055728,1.000000,-80,-50,-80,0
6.5378,45.0,17.944272,89,144,1,0.055728,1.000000,80,-80,0,-130
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,80,100,110,50
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,160,50,130,-50
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,-210,30,-110,160
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,-180,-30,-130,80
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,50,-130,-50,-160
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,180,-100,50,-210
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,210,-50,100,-180
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,-160,110,-30,210
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,-80,130,30,180
6.5378,45.0,27.694506,212,343,11,0.119757,3.316625,-50,-110,-100,-80
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,260,-50,130,-210
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,-210,130,-50,260
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,210,-130,50,-260
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,210,50,160,-80
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,-210,-50,-160,80
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,80,130,130,80
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,-80,160,50,210
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,-80,-130,-130,-80
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,-260,50,-130,210
6.5378,45.0,34.132033,322,521,5,0.065512,2.236068,80,-160,-50,-210
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,210,-160,30,-290
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,-290,80,-130,260
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,-210,-80,-180,50
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,-130,-130,-160,-50
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,-260,130,-80,290
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,130,-180,-30,-260
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,50,160,130,130
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,260,30,180,-130
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,-50,180,80,210
6.5378,45.0,38.561543,411,665,11,0.086009,3.316625,290,-30,160,-210
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,-390,100,-180,340
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,390,-50,210,-290
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,-340,180,-100,390
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,80,210,180,160
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,-80,240,100,290
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,340,50,240,-160
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,160,-240,-50,-340
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,-290,-100,-240,80
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,290,-210,50,-390
6.5378,45.0,51.497459,733,1186,31,0.108117,5.567764,-160,-180,-210,-80
6.5378,45.0,55.226790,843,1364,5,0.040489,2.236068,340,80,260,-130
6.5378,45.0,55.226790,843,1364,5,0.040489,2.236068,420,-80,210,-340
6.5378,45.0,55.226790,843,1364,5,0.040489,2.236068,130,210,210,130
6.5378,45.0,55.226790,843,1364,5,0.040489,2.236068,-340,-80,-260,130
