R,lim,r,p,q,N,sigma_abs,r_sigma,c0,c1,c2,c3
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-80,1860,1100,1910
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-1910,-1100,-1860,80
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-2960,1180,-1100,3010
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,1910,1100,1860,-80
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,3010,-1100,1180,-2960
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-1910,1830,-50,3010
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-80,-1830,-1180,-1780
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-1780,1860,50,2960
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,80,-1860,-1100,-1910
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,1780,1180,1830,80
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,2960,-1180,1100,-3010
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-2960,-50,-1860,1780
6.5378,45.0,412.662085,47067,76156,605,0.059605,24.596748,-3010,50,-1830,1910
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,2620,520,1940,-1100
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,3140,-520,1620,-2460
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,-2620,1520,-680,3140
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,-1100,-1520,-1620,-840
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,-840,1940,680,2460
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,1100,-1940,-520,-2620
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,840,1620,1520,1100
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,2460,-1620,520,-3140
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,-2460,-680,-1940,840
6.5378,45.0,413.052047,47156,76300,1136,0.081599,33.704599,-3140,680,-1520,2620
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,340,1780,1310,1570
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,2120,-1780,210,-3090
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-3090,970,-1310,2880
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,3090,-210,1780,-2120
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,1570,-1910,-210,-2880
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,2880,210,1910,-1570
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-1570,-1310,-1780,-340
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-340,1910,970,2120
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-2120,-970,-1910,340
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-2880,1310,-970,3090
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,2120,970,1910,-340
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,3090,-970,1310,-2880
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-2120,1780,-210,3090
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-340,-1780,-1310,-1570
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-1570,1910,210,2880
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,340,-1910,-970,-2120
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,1570,1310,1780,340
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,2880,-1310,970,-3090
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-2880,-210,-1910,1570
6.5378,45.0,414.939754,47588,76999,155,0.030004,12.449900,-3090,210,-1780,2120
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,2330,810,1940,-630
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,3140,-810,1440,-2750
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,-2330,1700,-390,3140
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,-630,-1700,-1440,-1310
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,-1310,1940,390,2750
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,630,-1940,-810,-2330
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,1310,1440,1700,630
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,2750,-1440,810,-3140
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,-2750,-390,-1940,1310
6.5378,45.0,415.327577,47677,77143,691,0.063292,26.286879,-3140,390,-1700,2330
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,2590,580,1960,-1020
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,3170,-580,1600,-2540
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-2590,1570,-630,3170
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-1020,-1570,-1600,-940
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-940,1960,630,2540
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,1020,-1960,-580,-2590
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,940,1600,1570,1020
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,2540,-1600,580,-3170
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-2540,-630,-1960,940
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-3170,630,-1570,2590
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,550,1730,1410,1390
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,2280,-1730,340,-3140
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-3140,860,-1410,2800
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,3140,-340,1730,-2280
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,1390,-1940,-340,-2800
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,2800,340,1940,-1390
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-1390,-1410,-1730,-550
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-550,1940,860,2280
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-2280,-860,-1940,550
6.5378,45.0,416.727719,47999,77664,1441,0.091092,37.960506,-2800,1410,-860,3140
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,500,1750,1390,1440
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,2250,-1750,310,-3140
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-3140,890,-1390,2830
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,3140,-310,1750,-2250
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,1440,-1940,-310,-2830
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,2830,310,1940,-1440
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-1440,-1390,-1750,-500
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-500,1940,890,2250
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-2250,-890,-1940,500
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-2830,1390,-890,3140
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,2250,890,1940,-500
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,3140,-890,1390,-2830
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-2250,1750,-310,3140
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-500,-1750,-1390,-1440
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-1440,1940,310,2830
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,500,-1940,-890,-2250
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,1440,1390,1750,500
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,2830,-1390,890,-3140
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-2830,-310,-1940,1440
6.5378,45.0,417.737945,48232,78041,1655,0.097386,40.681691,-3140,310,-1750,2250
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,2410,760,1960,-730
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,3170,-760,1490,-2720
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-2410,1680,-450,3170
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-730,-1680,-1490,-1230
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-1230,1960,450,2720
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,730,-1960,-760,-2410
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,1230,1490,1680,730
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,2720,-1490,760,-3170
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-2720,-450,-1960,1230
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-3170,450,-1680,2410
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,50,1860,1180,1830
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,1910,-1860,30,-3040
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-3040,1130,-1180,3010
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,3040,-30,1860,-1910
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,1830,-1880,-30,-3010
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,3010,30,1880,-1830
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-1830,-1180,-1860,-50
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-50,1880,1130,1910
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-1910,-1130,-1880,50
6.5378,45.0,418.123173,48321,78185,2201,0.112203,46.914816,-3010,1180,-1130,3040
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,210,1830,1260,1700
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,2040,-1830,130,-3090
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,-3090,1050,-1260,2960
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,3090,-130,1830,-2040
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,1700,-1910,-130,-2960
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,2960,130,1910,-1700
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,-1700,-1260,-1830,-210
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,-210,1910,1050,2040
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,-2040,-1050,-1910,210
6.5378,45.0,418.983286,48520,78507,991,0.075135,31.480152,-2960,1260,-1050,3090
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,600,1730,1440,1360
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,2330,-1730,370,-3170
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-3170,840,-1440,2800
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,3170,-370,1730,-2330
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,1360,-1960,-370,-2800
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,2800,370,1960,-1360
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-1360,-1440,-1730,-600
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-600,1960,840,2330
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-2330,-840,-1960,600
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-2800,1440,-840,3170
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,2330,840,1960,-600
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,3170,-840,1440,-2800
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-2330,1730,-370,3170
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-600,-1730,-1440,-1360
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-1360,1960,370,2800
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,600,-1960,-840,-2330
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,1360,1440,1730,600
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,2800,-1440,840,-3170
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-2800,-370,-1960,1360
6.5378,45.0,419.988087,48753,78884,1205,0.082653,34.713110,-3170,370,-1730,2330
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,2150,990,1940,-340
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,3140,-990,1330,-2930
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,-2150,1810,-210,3140
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,-340,-1810,-1330,-1600
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,-1600,1940,210,2930
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,340,-1940,-990,-2150
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,1600,1330,1810,340
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,2930,-1330,990,-3140
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,-2930,-210,-1940,1600
6.5378,45.0,421.754651,49164,79549,2531,0.119285,50.309045,-3140,210,-1810,2150
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,470,1780,1390,1490
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,2250,-1780,290,-3170
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,-3170,920,-1390,2880
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,3170,-290,1780,-2250
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,1490,-1960,-290,-2880
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,2880,290,1960,-1490
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,-1490,-1390,-1780,-470
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,-470,1960,920,2250
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,-2250,-920,-1960,470
6.5378,45.0,422.607374,49363,79871,1301,0.085350,36.069378,-2880,1390,-920,3170
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,2720,500,1990,-1180
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,3220,-500,1680,-2490
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,-2720,1540,-730,3220
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,-1180,-1540,-1680,-810
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,-810,1990,730,2490
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,1180,-1990,-500,-2720
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,810,1680,1540,1180
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,2490,-1680,500,-3220
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,-2490,-730,-1990,810
6.5378,45.0,423.983477,49685,80392,2081,0.107594,45.617979,-3220,730,-1540,2720
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,2750,470,1990,-1230
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,3220,-470,1700,-2460
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-2750,1520,-760,3220
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-1230,-1520,-1700,-760
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-760,1990,760,2460
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,1230,-1990,-470,-2750
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,760,1700,1520,1230
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,2460,-1700,470,-3220
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-2460,-760,-1990,760
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-3220,760,-1520,2750
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,2460,760,1990,-760
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,3220,-760,1520,-2750
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-2460,1700,-470,3220
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-760,-1700,-1520,-1230
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-1230,1990,470,2750
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,760,-1990,-760,-2460
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,1230,1520,1700,760
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,2750,-1520,760,-3220
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-2750,-470,-1990,1230
6.5378,45.0,424.452587,49795,80570,275,0.039069,16.583124,-3220,470,-1700,2460
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,210,1860,1280,1730
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,2070,-1860,130,-3140
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-3140,1070,-1280,3010
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,3140,-130,1860,-2070
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,1730,-1940,-130,-3010
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,3010,130,1940,-1730
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-1730,-1280,-1860,-210
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-210,1940,1070,2070
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-2070,-1070,-1940,210
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-3010,1280,-1070,3140
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,2070,1070,1940,-210
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,3140,-1070,1280,-3010
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-2070,1860,-130,3140
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-210,-1860,-1280,-1730
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-1730,1940,130,3010
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,210,-1940,-1070,-2070
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,1730,1280,1860,210
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,3010,-1280,1070,-3140
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-3010,-130,-1940,1730
6.5378,45.0,425.822726,50117,81091,1055,0.076278,32.480764,-3140,130,-1860,2070
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,630,1750,1470,1360
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,2380,-1750,390,-3220
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,-3220,840,-1470,2830
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,3220,-390,1750,-2380
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,1360,-1990,-390,-2830
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,2830,390,1990,-1360
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,-1360,-1470,-1750,-630
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,-630,1990,840,2380
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,-2380,-840,-1990,630
6.5378,45.0,426.200646,50206,81235,1621,0.094466,40.261644,-2830,1470,-840,3220
6.5378,45.0,427.044492,50405,81557,361,0.044492,19.000000,1910,1180,1910,0
6.5378,45.0,427.044492,50405,81557,361,0.044492,19.000000,3090,-1180,1180,-3090
6.5378,45.0,427.044492,50405,81557,361,0.044492,19.000000,-1910,1910,0,3090
6.5378,45.0,427.044492,50405,81557,361,0.044492,19.000000,0,-1910,-1180,-1910
6.5378,45.0,427.044492,50405,81557,361,0.044492,19.000000,-3090,0,-1910,1910
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,2040,1100,1940,-160
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,3140,-1100,1260,-3040
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,-2040,1880,-100,3140
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,-160,-1880,-1260,-1780
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,-1780,1940,100,3040
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,160,-1940,-1100,-2040
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,1780,1260,1880,160
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,3040,-1260,1100,-3140
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,-3040,-100,-1940,1780
6.5378,45.0,427.565184,50528,81756,2416,0.114960,49.152823,-3140,100,-1880,2040
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,2120,1050,1960,-260
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,3170,-1050,1310,-3010
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,-2120,1860,-160,3170
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,-260,-1860,-1310,-1700
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,-1700,1960,160,3010
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,260,-1960,-1050,-2120
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,1700,1310,1860,260
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,3010,-1310,1050,-3170
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,-3010,-160,-1960,1700
6.5378,45.0,428.406342,50727,82078,1151,0.079192,33.926391,-3170,160,-1860,2120
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,470,1810,1410,1520
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,2280,-1810,290,-3220
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-3220,940,-1410,2930
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,3220,-290,1810,-2280
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,1520,-1990,-290,-2930
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,2930,290,1990,-1520
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-1520,-1410,-1810,-470
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-470,1990,940,2280
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-2280,-940,-1990,470
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-2930,1410,-940,3220
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,2280,940,1990,-470
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,3220,-940,1410,-2930
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-2280,1810,-290,3220
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-470,-1810,-1410,-1520
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-1520,1990,290,2930
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,470,-1990,-940,-2280
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,1520,1410,1810,470
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,2930,-1410,940,-3220
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-2930,-290,-1990,1520
6.5378,45.0,429.389092,50960,82455,1375,0.086358,37.080992,-3220,290,-1810,2280
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,2670,600,2020,-1050
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,3270,-600,1650,-2620
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,-2670,1620,-650,3270
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,-1050,-1620,-1650,-970
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,-970,2020,650,2620
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,1050,-2020,-600,-2670
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,970,1650,1620,1050
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,2620,-1650,600,-3270
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,-2620,-650,-2020,970
6.5378,45.0,429.763876,51049,82599,1951,0.102778,44.170126,-3270,650,-1620,2670
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,80,1910,1230,1860
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,1990,-1910,50,-3140
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-3140,1150,-1230,3090
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,3140,-50,1910,-1990
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,1860,-1940,-50,-3090
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,3090,50,1940,-1860
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-1860,-1230,-1910,-80
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-80,1940,1150,1990
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-1990,-1150,-1940,80
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-3090,1230,-1150,3140
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,2250,970,1990,-420
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,3220,-970,1390,-2960
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-2250,1830,-260,3220
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-420,-1830,-1390,-1570
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-1570,1990,260,2960
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,420,-1990,-970,-2250
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,1570,1390,1830,420
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,2960,-1390,970,-3220
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-2960,-260,-1990,1570
6.5378,45.0,430.600739,51248,82921,671,0.060157,25.903668,-3220,260,-1830,2250
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,2490,780,2020,-760
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,3270,-780,1540,-2800
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,-2490,1730,-470,3270
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,-760,-1730,-1540,-1260
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,-1260,2020,470,2800
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,760,-2020,-780,-2490
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,1260,1540,1730,760
6.5378,45.0,431.117136,51371,83120,2761,0.121882,52.545219,2800,-1540,780,-3270
